Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Country,Relaxed,98,2012-04-15,4,1012,1.054565305,25,Others,Yes,Yes,6.688087333,Taylor Swift - Love Story,Beatles,The Beatles - Hey Jude,Coldplay - Yellow,Cardi B - WAP,LA,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,19-30
Electronic/Dance,Relaxed,32,2012-04-16,3,1027,0.428926368,19,Male,Yes,No,2.704504684,The Beatles - Hey Jude,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Paris,Grammys 2023,Billie Eilish - Bad Guy,No,2012,19-30
Reggae,Melancholic,4,2012-04-17,2,9,0.952447829,50,Female,Yes,No,2.873668074,Coldplay - Yellow,Pop genre,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Local Concert,Queen - Bohemian Rhapsody,No,2012,41-50
Classical,Melancholic,76,2012-04-18,1,1130,1.408252364,66,Others,No,Yes,6.405256926,Taylor Swift - Love Story,Taylor Swift,Taylor Swift - Shake it Off,Coldplay - Yellow,Cardi B - WAP,NY,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2012,61-70
Pop,Melancholic,57,2012-04-19,1,400,1.98715716,52,Female,Yes,No,2.232807345,Taylor Swift - Love Story,Pop genre,The Beatles - Hey Jude,Coldplay - Yellow,Ed Sheeran - Galway Girl,NY,Billboard Top 50,Coldplay - Yellow,No,2012,51-60
Blues,Energetic,0,2012-04-20,3,1359,0.268844924,37,Others,No,Yes,9.077981403,Adele - Hello,Rock classics,Imagine Dragons - Believer,Coldplay - Yellow,Cardi B - WAP,Tokyo,Coachella 2022,Billie Eilish - Bad Guy,No,2012,31-40
Electronic/Dance,Relaxed,30,2012-04-21,3,725,-1.727966757,43,Female,Yes,No,1.553232261,Coldplay - Yellow,Pop genre,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,41-50
Reggae,Melancholic,87,2012-04-22,1,106,-1.359977694,36,Female,Yes,No,1.58771428,Adele - Hello,Beatles,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Grammys 2023,Taylor Swift - Willow,No,2012,31-40
Rock,Melancholic,23,2012-04-23,2,531,-0.605486386,33,Others,Yes,No,3.818384364,Imagine Dragons - Believer,Queen,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2012,31-40
Country,Relaxed,5,2012-04-24,1,1098,-0.644210133,47,Others,Yes,Yes,9.24245965,Taylor Swift - Love Story,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Grammys 2023,Coldplay - Yellow,No,2012,41-50
Classical,Relaxed,71,2012-04-25,2,733,-0.061503136,14,Non-Binary,Yes,No,2.296217342,Imagine Dragons - Believer,Queen,Imagine Dragons - Believer,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Coachella 2022,Imagine Dragons - Believer,No,2012,0-18
R&B/Soul,Energetic,51,2012-04-26,1,1146,1.451770809,43,Others,Yes,No,2.845371894,Queen - Bohemian Rhapsody,Lofi tracks,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Billboard Top 50,Imagine Dragons - Believer,No,2012,41-50
Pop,Energetic,40,2012-04-27,3,408,0.854424109,36,Non-Binary,Yes,No,0.993111019,Taylor Swift - Love Story,Beatles,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Cardi B - WAP,Paris,Billboard Top 50,Taylor Swift - Willow,No,2012,31-40
Classical,Energetic,42,2012-04-28,2,626,0.792038116,31,Female,No,Yes,11.6809088,Coldplay - Yellow,Taylor Swift,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Justin Bieber - Baby,Tokyo,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,31-40
Rock,Energetic,92,2012-04-29,1,1107,-1.417530086,63,Male,Yes,Yes,6.739982907,Imagine Dragons - Believer,Taylor Swift,Coldplay - Yellow,Coldplay - Yellow,Ed Sheeran - Galway Girl,Paris,Local Concert,Queen - Bohemian Rhapsody,No,2012,61-70
Hip-Hop/Rap,Melancholic,91,2012-04-30,5,1090,1.137483479,56,Others,No,No,1.494011353,Coldplay - Yellow,Lofi tracks,Coldplay - Yellow,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,51-60
Electronic/Dance,Melancholic,22,2012-05-01,2,315,0.345311565,26,Non-Binary,Yes,No,1.968570414,Taylor Swift - Love Story,Pop genre,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Paris,Coachella 2022,Billie Eilish - Bad Guy,No,2012,19-30
Blues,Relaxed,58,2012-05-02,2,118,1.362180642,31,Non-Binary,No,No,2.070313696,The Beatles - Hey Jude,Pop genre,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Drake - Hotline Bling,LA,Grammys 2023,Adele - Hello,No,2012,31-40
Electronic/Dance,Melancholic,4,2012-05-03,2,789,-1.145212379,69,Male,No,Yes,5.941977778,Adele - Hello,Rock classics,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,61-70
Country,Energetic,54,2012-05-04,2,878,0.588348283,29,Female,Yes,Yes,6.459107918,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,Coldplay - Yellow,Imagine Dragons - Thunder,London,Billboard Top 50,Imagine Dragons - Believer,No,2012,19-30
Jazz,Relaxed,11,2012-05-05,4,128,0.003976873,55,Others,Yes,No,1.140192786,Taylor Swift - Love Story,Beatles,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Cardi B - WAP,Tokyo,Billboard Top 50,Imagine Dragons - Believer,No,2012,51-60
Blues,Relaxed,76,2012-05-06,3,2,1.465467447,36,Male,Yes,Yes,9.801368483,Imagine Dragons - Believer,Taylor Swift,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,31-40
Rock,Relaxed,11,2012-05-07,1,259,-1.775082195,36,Others,Yes,No,0.817228915,Adele - Hello,Queen,Taylor Swift - Shake it Off,Coldplay - Yellow,Justin Bieber - Baby,LA,Local Concert,Imagine Dragons - Believer,No,2012,31-40
Pop,Relaxed,20,2012-05-08,5,934,-1.339106046,25,Female,Yes,No,3.827597172,The Beatles - Hey Jude,Lofi tracks,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Local Concert,Billie Eilish - Bad Guy,Yes,2012,19-30
R&B/Soul,Energetic,77,2012-05-09,5,1079,-1.268734248,67,Non-Binary,No,No,2.957747162,Adele - Hello,Pop genre,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,61-70
Jazz,Energetic,42,2012-05-10,2,1419,0.471104498,45,Non-Binary,No,Yes,11.87654794,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,NY,Billboard Top 50,Taylor Swift - Willow,No,2012,41-50
Pop,Melancholic,55,2012-05-11,4,716,-1.108754493,65,Non-Binary,Yes,Yes,6.840211265,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,Paris,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,61-70
Reggae,Relaxed,88,2012-05-12,2,1408,-0.531507167,39,Others,Yes,No,2.195275299,Taylor Swift - Love Story,Beatles,Coldplay - Yellow,Coldplay - Yellow,Drake - Hotline Bling,Paris,Local Concert,Adele - Hello,No,2012,31-40
Jazz,Melancholic,73,2012-05-13,5,591,0.619805283,35,Male,Yes,Yes,5.868971159,Taylor Swift - Love Story,Beatles,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,LA,Billboard Top 50,Adele - Hello,No,2012,31-40
Reggae,Energetic,76,2012-05-14,2,6,0.319758286,35,Non-Binary,Yes,Yes,12.86348539,Imagine Dragons - Believer,Rock classics,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,LA,Local Concert,Taylor Swift - Willow,No,2012,31-40
Classical,Relaxed,60,2012-05-15,4,29,1.509483799,55,Male,Yes,No,1.569857957,Taylor Swift - Love Story,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Drake - Hotline Bling,Paris,Billboard Top 50,Taylor Swift - Willow,No,2012,51-60
Rock,Relaxed,10,2012-05-16,1,1056,1.629921627,52,Non-Binary,Yes,Yes,5.817241126,Queen - Bohemian Rhapsody,Pop genre,Coldplay - Yellow,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Coldplay - Yellow,Yes,2012,51-60
Rock,Energetic,83,2012-05-17,5,1440,-1.252457166,63,Others,No,No,0.68162658,Taylor Swift - Love Story,Beatles,Queen - Bohemian Rhapsody,Coldplay - Yellow,Cardi B - WAP,London,Billboard Top 50,Adele - Hello,No,2012,61-70
Country,Melancholic,74,2012-05-18,5,545,0.771186978,14,Others,Yes,No,2.941546236,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Cardi B - WAP,NY,Local Concert,Imagine Dragons - Believer,No,2012,0-18
Country,Energetic,89,2012-05-19,5,569,-1.270948318,24,Male,No,Yes,6.963442597,Queen - Bohemian Rhapsody,Queen,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Adele - Hello,No,2012,19-30
Rock,Melancholic,8,2012-05-20,1,736,-0.942135372,47,Female,Yes,No,3.244210663,Queen - Bohemian Rhapsody,Pop genre,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,LA,Coachella 2022,Imagine Dragons - Believer,No,2012,41-50
Rock,Energetic,83,2012-05-21,1,1393,-0.087863292,49,Non-Binary,No,Yes,12.68540945,Taylor Swift - Love Story,Beatles,The Beatles - Hey Jude,The Beatles - Hey Jude,Cardi B - WAP,NY,Grammys 2023,Queen - Bohemian Rhapsody,Yes,2012,41-50
Electronic/Dance,Relaxed,27,2012-05-22,2,21,-0.547553909,60,Male,Yes,No,2.470799477,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,London,Local Concert,Taylor Swift - Willow,No,2012,51-60
Country,Energetic,33,2012-05-23,2,164,-0.563186628,40,Female,Yes,Yes,5.351439212,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,31-40
R&B/Soul,Energetic,89,2012-05-24,1,975,-1.317134993,60,Female,Yes,No,1.925974232,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Local Concert,Billie Eilish - Bad Guy,No,2012,51-60
Reggae,Relaxed,19,2012-05-25,4,340,0.065576411,23,Female,Yes,No,1.185021465,Coldplay - Yellow,Queen,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Coachella 2022,Taylor Swift - Willow,No,2012,19-30
Pop,Melancholic,1,2012-05-26,1,449,-0.14313034,70,Female,Yes,No,0.919146331,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,Taylor Swift - Blank Space,Drake - Hotline Bling,LA,Local Concert,Queen - Bohemian Rhapsody,No,2012,61-70
Reggae,Energetic,71,2012-05-27,5,1293,-0.894194441,69,Others,No,No,2.907918553,Queen - Bohemian Rhapsody,Lofi tracks,The Beatles - Hey Jude,Taylor Swift - Blank Space,Drake - Hotline Bling,NY,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,61-70
R&B/Soul,Relaxed,3,2012-05-28,3,969,-0.765282095,28,Female,No,No,2.231376018,The Beatles - Hey Jude,Beatles,Imagine Dragons - Believer,Coldplay - Yellow,Ed Sheeran - Galway Girl,NY,Billboard Top 50,Coldplay - Yellow,No,2012,19-30
Reggae,Melancholic,83,2012-05-29,4,525,-0.762595432,44,Non-Binary,Yes,No,3.099603896,Coldplay - Yellow,Pop genre,Adele - Hello,Coldplay - Yellow,Cardi B - WAP,Paris,Coachella 2022,Imagine Dragons - Believer,Yes,2012,41-50
Rock,Energetic,91,2012-05-30,5,637,1.142780268,22,Male,Yes,Yes,14.67458139,Imagine Dragons - Believer,Pop genre,Adele - Hello,Ed Sheeran - Shape of You,Cardi B - WAP,London,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,19-30
Blues,Relaxed,16,2012-05-31,3,732,-0.781863269,33,Others,No,Yes,6.730469824,Adele - Hello,Lofi tracks,Imagine Dragons - Believer,Coldplay - Yellow,Drake - Hotline Bling,Paris,Grammys 2023,Queen - Bohemian Rhapsody,Yes,2012,31-40
Reggae,Melancholic,20,2012-06-01,5,229,-0.755589863,49,Non-Binary,No,Yes,5.267224845,The Beatles - Hey Jude,Pop genre,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2012,41-50
Rock,Energetic,80,2012-06-02,2,816,-0.256033247,56,Others,No,No,3.4153445,The Beatles - Hey Jude,Lofi tracks,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2012,51-60
Electronic/Dance,Melancholic,90,2012-06-03,2,946,1.04498199,15,Others,Yes,Yes,5.87311341,Taylor Swift - Love Story,Lofi tracks,Coldplay - Yellow,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,NY,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,0-18
Blues,Relaxed,24,2012-06-04,5,624,0.052109228,64,Female,Yes,No,2.714071995,Queen - Bohemian Rhapsody,Rock classics,The Beatles - Hey Jude,The Beatles - Hey Jude,Drake - Hotline Bling,London,Coachella 2022,Adele - Hello,Yes,2012,61-70
Jazz,Energetic,43,2012-06-05,2,1087,1.057848853,64,Male,Yes,Yes,13.80059966,Taylor Swift - Love Story,Rock classics,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Cardi B - WAP,London,Oscar-winning movie soundtrack,Adele - Hello,No,2012,61-70
Classical,Melancholic,40,2012-06-06,4,1389,0.965389417,59,Male,Yes,Yes,11.30925733,Queen - Bohemian Rhapsody,Taylor Swift,Adele - Hello,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,51-60
Classical,Relaxed,67,2012-06-07,2,783,-0.673354497,21,Non-Binary,Yes,No,1.095573978,Adele - Hello,Lofi tracks,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,LA,Local Concert,Taylor Swift - Willow,No,2012,19-30
Classical,Melancholic,30,2012-06-08,4,655,0.320397023,63,Female,Yes,Yes,6.335486795,Taylor Swift - Love Story,Pop genre,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Tokyo,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,61-70
Country,Energetic,79,2012-06-09,4,1073,1.692547112,51,Female,No,No,1.751339321,Adele - Hello,Pop genre,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,51-60
Electronic/Dance,Relaxed,34,2012-06-10,2,400,0.669369391,13,Others,Yes,No,2.994136659,Coldplay - Yellow,Lofi tracks,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,0-18
Reggae,Relaxed,26,2012-06-11,1,482,0.042959792,34,Female,Yes,No,1.423279684,Taylor Swift - Love Story,Rock classics,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,Paris,Coachella 2022,Taylor Swift - Willow,No,2012,31-40
Country,Energetic,0,2012-06-12,3,192,-1.314029544,44,Female,No,No,1.883404044,Queen - Bohemian Rhapsody,Lofi tracks,Adele - Hello,Ed Sheeran - Shape of You,Cardi B - WAP,Paris,Local Concert,Adele - Hello,No,2012,41-50
R&B/Soul,Melancholic,38,2012-06-13,3,1351,-0.972253319,13,Non-Binary,Yes,Yes,6.222866199,The Beatles - Hey Jude,Queen,Imagine Dragons - Believer,Coldplay - Yellow,Drake - Hotline Bling,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,0-18
Electronic/Dance,Melancholic,60,2012-06-14,3,1451,-0.104935447,36,Others,Yes,Yes,8.171538024,Adele - Hello,Lofi tracks,Imagine Dragons - Believer,The Beatles - Hey Jude,Drake - Hotline Bling,LA,Local Concert,Coldplay - Yellow,No,2012,31-40
Pop,Relaxed,34,2012-06-15,2,541,0.118614757,47,Non-Binary,Yes,No,0.950245547,Imagine Dragons - Believer,Taylor Swift,Adele - Hello,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Coachella 2022,Taylor Swift - Willow,No,2012,41-50
Hip-Hop/Rap,Energetic,17,2012-06-16,3,777,0.23938034,26,Non-Binary,No,No,3.661889088,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Cardi B - WAP,Tokyo,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,19-30
Pop,Energetic,100,2012-06-17,2,422,-1.35659221,20,Female,Yes,No,1.769519023,Queen - Bohemian Rhapsody,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,19-30
Electronic/Dance,Melancholic,26,2012-06-18,2,246,-1.545587558,61,Female,No,No,1.618854703,Adele - Hello,Taylor Swift,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Imagine Dragons - Thunder,NY,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,61-70
Blues,Melancholic,55,2012-06-19,1,1277,0.969898362,60,Male,No,Yes,12.85583077,The Beatles - Hey Jude,Taylor Swift,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,NY,Billboard Top 50,Adele - Hello,No,2012,51-60
Country,Energetic,13,2012-06-20,3,635,-1.098818331,32,Male,Yes,Yes,13.56937074,Queen - Bohemian Rhapsody,Pop genre,Imagine Dragons - Believer,The Beatles - Hey Jude,Imagine Dragons - Thunder,NY,Billboard Top 50,Adele - Hello,Yes,2012,31-40
R&B/Soul,Relaxed,68,2012-06-21,3,1302,-1.258605398,13,Non-Binary,No,Yes,12.50862151,Coldplay - Yellow,Lofi tracks,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Cardi B - WAP,LA,Grammys 2023,Coldplay - Yellow,Yes,2012,0-18
Country,Melancholic,45,2012-06-22,5,933,-0.757301291,25,Male,Yes,No,2.296672444,Queen - Bohemian Rhapsody,Beatles,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,Paris,Grammys 2023,Billie Eilish - Bad Guy,No,2012,19-30
Reggae,Melancholic,37,2012-06-23,1,1128,1.607973004,38,Male,No,No,0.598349593,The Beatles - Hey Jude,Rock classics,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Coachella 2022,Imagine Dragons - Believer,No,2012,31-40
Country,Relaxed,38,2012-06-24,4,42,0.041573146,43,Male,No,Yes,11.23664899,Imagine Dragons - Believer,Queen,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,NY,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,Yes,2012,41-50
Electronic/Dance,Relaxed,40,2012-06-25,3,881,-1.923879724,21,Male,Yes,No,0.801274004,Imagine Dragons - Believer,Queen,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,19-30
Blues,Energetic,83,2012-06-26,1,68,-1.950974258,44,Others,Yes,No,3.790369865,Queen - Bohemian Rhapsody,Lofi tracks,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,Paris,Grammys 2023,Imagine Dragons - Believer,No,2012,41-50
R&B/Soul,Melancholic,92,2012-06-27,1,1417,-1.468119288,63,Others,Yes,No,3.702217438,The Beatles - Hey Jude,Pop genre,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,London,Billboard Top 50,Coldplay - Yellow,No,2012,61-70
Pop,Energetic,76,2012-06-28,4,674,1.635496719,68,Others,Yes,No,2.544502449,Coldplay - Yellow,Lofi tracks,The Beatles - Hey Jude,Coldplay - Yellow,Imagine Dragons - Thunder,London,Billboard Top 50,Queen - Bohemian Rhapsody,No,2012,61-70
Pop,Melancholic,37,2012-06-29,3,235,-0.529794923,26,Non-Binary,No,No,1.760313017,The Beatles - Hey Jude,Queen,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Paris,Coachella 2022,Taylor Swift - Willow,No,2012,19-30
Pop,Melancholic,69,2012-06-30,5,849,0.503773007,25,Non-Binary,Yes,No,3.41008387,Queen - Bohemian Rhapsody,Queen,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Coachella 2022,Imagine Dragons - Believer,No,2012,19-30
R&B/Soul,Relaxed,51,2012-07-01,4,1309,-1.03301641,60,Female,No,No,2.606696461,Queen - Bohemian Rhapsody,Queen,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Coldplay - Yellow,Yes,2012,51-60
Country,Relaxed,1,2012-07-02,3,95,0.906052324,64,Male,No,Yes,5.670589083,Taylor Swift - Love Story,Pop genre,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,61-70
Hip-Hop/Rap,Melancholic,65,2012-07-03,2,1436,1.644004199,31,Male,No,No,3.258209432,Taylor Swift - Love Story,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2012,31-40
Blues,Relaxed,62,2012-07-04,2,1293,0.737466541,49,Non-Binary,No,No,2.184577173,The Beatles - Hey Jude,Taylor Swift,Coldplay - Yellow,Coldplay - Yellow,Imagine Dragons - Thunder,Paris,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,41-50
Country,Relaxed,33,2012-07-05,1,783,-0.096367265,44,Others,No,No,2.149578209,Adele - Hello,Taylor Swift,Coldplay - Yellow,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,Tokyo,Grammys 2023,Coldplay - Yellow,No,2012,41-50
Country,Energetic,2,2012-07-06,2,1257,0.340471277,25,Female,Yes,Yes,9.842509669,The Beatles - Hey Jude,Pop genre,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Cardi B - WAP,Tokyo,Oscar-winning movie soundtrack,Adele - Hello,No,2012,19-30
Hip-Hop/Rap,Energetic,98,2012-07-07,2,1082,0.554527787,66,Female,Yes,No,3.616833142,Queen - Bohemian Rhapsody,Lofi tracks,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Grammys 2023,Imagine Dragons - Believer,No,2012,61-70
Hip-Hop/Rap,Energetic,100,2012-07-08,5,1497,-1.977511246,56,Others,No,No,2.914386098,The Beatles - Hey Jude,Beatles,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,London,Coachella 2022,Taylor Swift - Willow,No,2012,51-60
R&B/Soul,Energetic,7,2012-07-09,2,1094,1.041326311,27,Non-Binary,No,Yes,6.578669457,Imagine Dragons - Believer,Lofi tracks,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Cardi B - WAP,NY,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,19-30
Pop,Melancholic,54,2012-07-10,4,751,0.073961797,38,Others,No,No,3.396323708,Adele - Hello,Queen,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Cardi B - WAP,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2012,31-40
Hip-Hop/Rap,Energetic,98,2012-07-11,1,1326,0.243010961,68,Others,No,Yes,11.37353695,Taylor Swift - Love Story,Rock classics,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Local Concert,Taylor Swift - Willow,No,2012,61-70
R&B/Soul,Energetic,11,2012-07-12,2,287,-0.081258678,56,Female,Yes,Yes,7.906894961,Imagine Dragons - Believer,Rock classics,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Grammys 2023,Imagine Dragons - Believer,No,2012,51-60
Reggae,Energetic,36,2012-07-13,2,293,1.326905765,61,Female,Yes,No,3.354499021,Taylor Swift - Love Story,Beatles,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,LA,Billboard Top 50,Coldplay - Yellow,No,2012,61-70
Reggae,Energetic,50,2012-07-14,5,97,-1.859552238,64,Male,Yes,Yes,11.8164127,The Beatles - Hey Jude,Queen,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Coachella 2022,Coldplay - Yellow,No,2012,61-70
Hip-Hop/Rap,Relaxed,92,2012-07-15,3,1223,0.679714699,65,Others,No,Yes,12.4375619,Taylor Swift - Love Story,Queen,Coldplay - Yellow,Taylor Swift - Blank Space,Cardi B - WAP,London,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2012,61-70
Country,Melancholic,57,2012-07-16,2,1051,1.139163081,62,Others,Yes,Yes,12.202541,The Beatles - Hey Jude,Queen,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Grammys 2023,Coldplay - Yellow,No,2012,61-70
Rock,Energetic,2,2012-07-17,3,66,1.029913009,13,Male,No,No,2.294839886,Coldplay - Yellow,Queen,The Beatles - Hey Jude,Coldplay - Yellow,Imagine Dragons - Thunder,London,Local Concert,Coldplay - Yellow,No,2012,0-18
Electronic/Dance,Melancholic,86,2012-07-18,1,1380,-1.719838534,61,Non-Binary,Yes,No,2.641936491,Coldplay - Yellow,Pop genre,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Coachella 2022,Billie Eilish - Bad Guy,No,2012,61-70
R&B/Soul,Melancholic,83,2012-07-19,4,1472,-1.725445711,38,Male,No,No,0.931926311,Adele - Hello,Taylor Swift,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Grammys 2023,Billie Eilish - Bad Guy,No,2012,31-40
Classical,Energetic,88,2012-07-20,4,1224,-0.543618836,21,Non-Binary,Yes,No,3.793419604,Imagine Dragons - Believer,Pop genre,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Local Concert,Queen - Bohemian Rhapsody,Yes,2012,19-30
